Region,Instance Type,API Name,Memory (MB),Disk (GB),Compute Units,Virtual Cores,Disk Type,OD Linux PPH,OD Windows PPH,OD RHEL PPH,OD SLES PPH,OD MsWinSQL PPH,OD MsWinSQLWeb PPH,year1 light linux Prepay,year1 light linux PPH,year1 light mswin Prepay,year1 light mswin PPH,year1 light rhel Prepay,year1 light rhel PPH,year1 light sles Prepay,year1 light sles PPH,year1 light mswinSQL Prepay,year1 light mswinSQL PPH,year1 light mswinSQLWeb Prepay,year1 light mswinSQLWeb PPH,year1 medium linux Prepay,year1 medium linux PPH,year1 medium mswin Prepay,year1 medium mswin PPH,year1 medium rhel Prepay,year1 medium rhel PPH,year1 medium sles Prepay,year1 medium sles PPH,year1 medium mswinSQL Prepay,year1 medium mswinSQL PPH,year1 medium mswinSQLWeb Prepay,year1 medium mswinSQLWeb PPH,year1 heavy linux Prepay,year1 heavy linux PPH,year1 heavy mswin Prepay,year1 heavy mswin PPH,year1 heavy rhel Prepay,year1 heavy rhel PPH,year1 heavy sles Prepay,year1 heavy sles PPH,year1 heavy mswinSQL Prepay,year1 heavy mswinSQL PPH,year1 heavy mswinSQLWeb Prepay,year1 heavy mswinSQLWeb PPH,year3 light linux Prepay,year3 light linux PPH,year3 light mswin Prepay,year3 light mswin PPH,year3 light rhel Prepay,year3 light rhel PPH,year3 light sles Prepay,year3 light sles PPH,year3 light mswinSQL Prepay,year3 light mswinSQL PPH,year3 light mswinSQLWeb Prepay,year3 light mswinSQLWeb PPH,year3 medium linux Prepay,year3 medium linux PPH,year3 medium mswin Prepay,year3 medium mswin PPH,year3 medium rhel Prepay,year3 medium rhel PPH,year3 medium sles Prepay,year3 medium sles PPH,year3 medium mswinSQL Prepay,year3 medium mswinSQL PPH,year3 medium mswinSQLWeb Prepay,year3 medium mswinSQLWeb PPH,year3 heavy linux Prepay,year3 heavy linux PPH,year3 heavy mswin Prepay,year3 heavy mswin PPH,year3 heavy rhel Prepay,year3 heavy rhel PPH,year3 heavy sles Prepay,year3 heavy sles PPH,year3 heavy mswinSQL Prepay,year3 heavy mswinSQL PPH,year3 heavy mswinSQLWeb Prepay,year3 heavy mswinSQLWeb PPH
us-west,M3 Large Instance,m3.large,7500.0,32,6,2,ssd,0.154,0.28,0.214,0.254,0.747,0.401,220.0,0.154,258.0,0.252,220.0,0.214,420.0,0.171,849.0,0.388,521.0,0.239,362.0,0.071,490.0,0.149,362.0,0.131,554.0,0.082,1199.0,0.319,559.0,0.192,443.0,0.057,602.0,0.132,443.0,0.117,619.0,0.068,1452.0,0.249,842.0,0.144,343.0,0.126,398.0,0.214,343.0,0.186,743.0,0.137,2279.0,0.346,1296.0,0.197,571.0,0.057,785.0,0.135,571.0,0.117,955.0,0.068,2636.0,0.301,1337.0,0.153,673.0,0.046,954.0,0.119,673.0,0.106,1025.0,0.057,3731.0,0.214,1931.0,0.111
us-west,M3 Extra Large Instance,m3.xlarge,15000.0,80,13,4,ssd,0.308,0.56,0.368,0.408,1.345,0.803,439.0,0.308,516.0,0.503,439.0,0.368,639.0,0.331,1697.0,0.776,1042.0,0.477,724.0,0.141,980.0,0.298,724.0,0.201,916.0,0.152,2398.0,0.638,1117.0,0.384,886.0,0.113,1200.0,0.262,886.0,0.173,1062.0,0.124,2904.0,0.498,1683.0,0.289,686.0,0.252,795.0,0.427,686.0,0.312,1086.0,0.263,4557.0,0.692,2591.0,0.393,1142.0,0.113,1570.0,0.267,1142.0,0.173,1526.0,0.124,5272.0,0.602,2673.0,0.305,1345.0,0.092,1906.0,0.239,1345.0,0.152,1697.0,0.103,7461.0,0.427,3863.0,0.221
us-west,M3 Double Extra Large Instance,m3.2xlarge,30000.0,160,26,8,ssd,0.616,1.12,0.746,0.716,2.689,1.606,879.0,0.616,1032.0,1.006,879.0,0.746,1079.0,0.65,3396.0,1.552,2085.0,0.954,1448.0,0.282,1957.0,0.595,1448.0,0.412,1640.0,0.293,4411.0,1.175,2235.0,0.768,1772.0,0.228,2399.0,0.525,1772.0,0.358,1948.0,0.239,5351.0,0.915,3374.0,0.578,1372.0,0.505,1590.0,0.854,1372.0,0.635,1772.0,0.516,9092.0,1.385,5160.0,0.786,2283.0,0.228,3145.0,0.537,2283.0,0.358,2667.0,0.239,9700.0,1.108,5349.0,0.611,2691.0,0.183,3814.0,0.475,2691.0,0.313,3043.0,0.194,13748.0,0.785,7745.0,0.442
us-west,High-Compute Large,c3.large,3750.0,32,7,2,ssd,0.12,0.188,0.18,0.22,0.561,0.271,160.0,0.117,184.0,0.188,160.0,0.177,360.0,0.128,960.0,0.342,373.0,0.171,268.0,0.053,358.0,0.124,268.0,0.113,460.0,0.064,1206.0,0.3,402.0,0.137,326.0,0.041,435.0,0.109,326.0,0.101,502.0,0.052,1216.0,0.208,576.0,0.098,252.0,0.102,283.0,0.181,252.0,0.162,652.0,0.113,2352.0,0.329,999.0,0.153,414.0,0.046,566.0,0.119,414.0,0.106,798.0,0.057,2730.0,0.292,1017.0,0.116,508.0,0.036,689.0,0.105,508.0,0.096,860.0,0.047,3291.0,0.188,1405.0,0.08
us-west,High-Compute Extra Large,c3.xlarge,7500.0,80,14,4,ssd,0.239,0.376,0.299,0.339,1.066,0.542,321.0,0.234,368.0,0.376,321.0,0.294,521.0,0.245,1920.0,0.683,745.0,0.342,536.0,0.104,715.0,0.246,536.0,0.164,728.0,0.115,2291.0,0.57,805.0,0.275,652.0,0.083,868.0,0.218,652.0,0.143,828.0,0.094,2310.0,0.395,1152.0,0.198,503.0,0.205,565.0,0.362,503.0,0.265,903.0,0.216,4704.0,0.657,1998.0,0.305,827.0,0.091,1128.0,0.234,827.0,0.151,1211.0,0.102,5187.0,0.556,2033.0,0.232,1016.0,0.071,1395.0,0.211,1016.0,0.131,1368.0,0.082,6254.0,0.357,2809.0,0.16
us-west,High-Compute Double Extra Large,c3.2xlarge,15000.0,160,28,8,ssd,0.478,0.752,0.608,0.578,2.131,1.083,642.0,0.468,737.0,0.752,642.0,0.598,842.0,0.479,3840.0,1.366,1490.0,0.683,1072.0,0.209,1429.0,0.493,1072.0,0.339,1264.0,0.22,4582.0,1.141,1609.0,0.549,1304.0,0.165,1734.0,0.435,1304.0,0.295,1480.0,0.176,4622.0,0.79,2305.0,0.396,1006.0,0.41,1130.0,0.725,1006.0,0.54,1406.0,0.421,9408.0,1.314,3995.0,0.611,1655.0,0.183,2260.0,0.47,1655.0,0.313,2039.0,0.194,10373.0,1.112,4065.0,0.464,2031.0,0.142,2784.0,0.422,2031.0,0.272,2383.0,0.153,12507.0,0.713,5618.0,0.321
us-west,High-Compute Quadruple Extra Large,c3.4xlarge,30000.0,320,55,16,ssd,0.956,1.504,1.086,1.056,4.262,2.166,1283.0,0.936,1474.0,1.504,1283.0,1.066,1483.0,0.947,7680.0,2.732,2981.0,1.366,2145.0,0.417,2861.0,0.987,2145.0,0.547,2337.0,0.428,9164.0,2.281,3218.0,1.098,2608.0,0.33,3474.0,0.87,2608.0,0.46,2784.0,0.341,9243.0,1.581,4608.0,0.79,2012.0,0.82,2260.0,1.449,2012.0,0.95,2412.0,0.831,18816.0,2.629,7990.0,1.221,3310.0,0.365,4516.0,0.939,3310.0,0.495,3694.0,0.376,20747.0,2.222,8132.0,0.927,4063.0,0.284,5561.0,0.843,4063.0,0.414,4415.0,0.295,25014.0,1.428,11236.0,0.642
us-west,High-Compute Eight Extra Large,c3.8xlarge,60000.0,640,108,32,ssd,1.912,3.008,2.042,2.012,8.523,4.332,2567.0,1.871,2948.0,3.008,2567.0,2.001,2767.0,1.882,15359.0,5.465,5962.0,2.732,4289.0,0.834,5723.0,1.974,4289.0,0.964,4481.0,0.845,18327.0,4.562,6437.0,2.198,5216.0,0.661,6938.0,1.739,5216.0,0.791,5392.0,0.672,18485.0,3.163,9217.0,1.581,4024.0,1.639,4521.0,2.898,4024.0,1.769,4424.0,1.65,37633.0,5.258,15980.0,2.443,6619.0,0.73,9036.0,1.879,6619.0,0.86,7003.0,0.741,41493.0,4.444,16264.0,1.855,8126.0,0.568,11116.0,1.685,8126.0,0.698,8478.0,0.579,50028.0,2.856,22472.0,1.283
us-west,Cluster GPU Double Extra Large,g2.2xlarge,15000.0,60,26,8,ssd,0.702,0.819,0.832,0.802,3.868,1.009,1976.0,0.284,2018.0,0.41,1976.0,0.414,2176.0,0.298,3864.0,3.235,2257.0,0.601,2133.0,0.251,2179.0,0.373,2133.0,0.381,2325.0,0.264,4131.0,3.156,2541.0,0.539,2500.0,0.154,3165.0,0.195,2500.0,0.284,2676.0,0.166,11359.0,1.945,3663.0,0.279,4810.0,0.235,5136.0,0.363,4810.0,0.365,5210.0,0.249,21936.0,2.504,5601.0,0.497,5658.0,0.146,5720.0,0.326,5658.0,0.276,6042.0,0.159,25939.0,2.303,6315.0,0.446,6820.0,0.065,7546.0,0.155,6820.0,0.195,7172.0,0.077,38165.0,1.452,8136.0,0.206
us-west,Memory Optimized Large,r3.large,,32,,,,0.195,,,,,,,,,,,,,,,,,,635.0,0.061,1113.0,0.127,635.0,0.121,827.0,0.072,3557.0,0.406,1222.0,0.14,698.0,0.043,1258.0,0.077,698.0,0.103,874.0,0.054,4202.0,0.258,1446.0,0.089,,,,,,,,,,,,,1001.0,0.062,2417.0,0.127,1001.0,0.122,1385.0,0.073,9960.0,0.379,3324.0,0.127,1333.0,0.034,3055.0,0.078,1333.0,0.094,1685.0,0.045,11257.0,0.231,3758.0,0.077
us-west,Memory Optimized Extra Large,r3.xlarge,,80,,,,0.39,,,,,,,,,,,,,,,,,,1270.0,0.122,2010.0,0.229,1270.0,0.182,1462.0,0.133,5230.0,0.597,2330.0,0.266,1395.0,0.086,2272.0,0.14,1395.0,0.146,1571.0,0.097,6178.0,0.38,2756.0,0.169,,,,,,,,,,,,,2001.0,0.124,4365.0,0.229,2001.0,0.184,2385.0,0.135,14638.0,0.557,6333.0,0.241,2665.0,0.068,5519.0,0.14,2665.0,0.128,3017.0,0.079,16552.0,0.339,7157.0,0.147
us-west,Memory Optimized Double Extra Large,r3.2xlarge,,160,,,,0.78,,,,,,,,,,,,,,,,,,2540.0,0.244,3876.0,0.442,2540.0,0.374,2732.0,0.255,10363.0,1.183,4765.0,0.544,2790.0,0.172,4382.0,0.269,2790.0,0.302,2966.0,0.183,12248.0,0.753,5631.0,0.346,,,,,,,,,,,,,4002.0,0.248,8419.0,0.442,4002.0,0.378,4386.0,0.259,29039.0,1.105,12956.0,0.493,5330.0,0.136,10643.0,0.27,5330.0,0.266,5682.0,0.147,32832.0,0.673,14639.0,0.3
us-west,Memory Optimized Quadruple Extra Large,r3.4xlarge,,320,,,,1.56,,,,,,,,,,,,,,,,,,5080.0,0.488,6819.0,0.778,5080.0,0.618,5272.0,0.499,17428.0,1.99,7319.0,0.835,5580.0,0.344,7708.0,0.474,5580.0,0.474,5756.0,0.355,20595.0,1.266,8649.0,0.532,,,,,,,,,,,,,8004.0,0.495,14811.0,0.778,8004.0,0.625,8388.0,0.506,48828.0,1.858,19907.0,0.758,10660.0,0.272,18725.0,0.475,10660.0,0.402,11012.0,0.283,55192.0,1.131,22497.0,0.461
us-west,Memory Optimized Eight Extra Large,r3.8xlarge,,640,,,,3.12,,,,,,,,,,,,,,,,,,10160.0,0.976,10842.0,1.238,10160.0,1.106,10352.0,0.987,32719.0,3.735,12417.0,1.418,11160.0,0.688,12256.0,0.753,11160.0,0.818,11336.0,0.699,38668.0,2.377,14673.0,0.902,,,,,,,,,,,,,16008.0,0.99,19176.0,1.008,16008.0,1.12,16392.0,1.001,91678.0,3.488,33744.0,1.284,21320.0,0.544,24243.0,0.615,21320.0,0.674,21672.0,0.555,103636.0,2.123,38144.0,0.782
us-west,High I/O Extra Large,i2.xlarge,30500.0,720,14,4,ssd,0.938,1.058,0.998,1.038,1.315,1.078,644.0,0.651,644.0,0.63,644.0,0.711,844.0,0.665,1706.0,1.023,1031.0,0.471,1493.0,0.345,1493.0,0.477,1493.0,0.405,1685.0,0.358,2034.0,0.929,1190.0,0.408,1820.0,0.233,1820.0,0.396,1820.0,0.293,1996.0,0.245,2299.0,0.558,1817.0,0.287,971.0,0.509,971.0,0.519,971.0,0.569,1371.0,0.523,4496.0,0.898,2471.0,0.376,2283.0,0.256,2283.0,0.392,2283.0,0.316,2667.0,0.269,5217.0,0.794,2686.0,0.307,2740.0,0.186,2740.0,0.327,2740.0,0.246,3092.0,0.198,5443.0,0.44,2897.0,0.245
us-west,High I/O Double Extra Large,i2.2xlarge,61000.0,1440,27,8,ssd,1.876,2.116,2.006,1.976,2.63,2.156,1288.0,1.303,1288.0,1.26,1288.0,1.363,1488.0,1.317,3412.0,2.045,2062.0,0.942,2987.0,0.69,2987.0,0.954,2987.0,0.75,3179.0,0.703,4068.0,1.858,2380.0,0.815,3640.0,0.466,3640.0,0.793,3640.0,0.526,3816.0,0.478,4599.0,1.116,3635.0,0.573,1942.0,1.018,1942.0,1.037,1942.0,1.078,2342.0,1.032,8992.0,1.797,4942.0,0.752,4567.0,0.511,4567.0,0.784,4567.0,0.571,4951.0,0.524,10435.0,1.588,5372.0,0.613,5480.0,0.371,5480.0,0.654,5480.0,0.431,5832.0,0.383,10886.0,0.881,5794.0,0.491
us-west,High I/O Quadruple Extra Large,i2.4xlarge,122000.0,2880,53,16,ssd,3.751,4.232,3.881,3.851,5.259,4.312,2576.0,2.605,2576.0,2.52,2576.0,2.665,2776.0,2.619,6824.0,4.09,4124.0,1.883,5973.0,1.379,5973.0,1.907,5973.0,1.439,6165.0,1.392,8135.0,3.715,4760.0,1.63,7280.0,0.931,7280.0,1.585,7280.0,0.991,7456.0,0.943,9197.0,2.231,7269.0,1.146,3884.0,2.035,3884.0,2.074,3884.0,2.095,4284.0,2.049,17984.0,3.593,9884.0,1.504,9133.0,1.022,9133.0,1.568,9133.0,1.082,9517.0,1.035,20869.0,3.176,10744.0,1.226,10960.0,0.742,10960.0,1.307,10960.0,0.802,11312.0,0.754,21772.0,1.761,11587.0,0.981
us-west,High I/O Eight Extra Large,i2.8xlarge,244000.0,5760,104,32,ssd,7.502,8.464,7.632,7.602,10.518,8.624,5152.0,5.21,5152.0,5.04,5152.0,5.27,5352.0,5.224,13648.0,8.18,8248.0,3.766,11946.0,2.758,11946.0,3.814,11946.0,2.818,12138.0,2.771,16270.0,7.43,9520.0,3.26,14560.0,1.862,14560.0,3.17,14560.0,1.922,14736.0,1.874,18394.0,4.462,14538.0,2.292,7768.0,4.07,7768.0,4.148,7768.0,4.13,8168.0,4.084,35968.0,7.186,19768.0,3.008,18266.0,2.044,18266.0,3.136,18266.0,2.104,18650.0,2.057,41738.0,6.352,21488.0,2.452,21920.0,1.484,21920.0,2.614,21920.0,1.544,22272.0,1.496,43544.0,3.522,23174.0,1.962
us-west,Micro,t1.micro,615.0,160,0,1,ebs,0.025,0.035,0.085,0.035,,0.075,23.0,0.015,23.0,0.021,23.0,0.075,48.0,0.021,,,110.0,0.051,54.0,0.01,54.0,0.016,54.0,0.07,78.0,0.016,,,140.0,0.046,62.0,0.008,62.0,0.014,62.0,0.068,84.0,0.014,,,150.0,0.026,35.0,0.015,35.0,0.021,35.0,0.075,85.0,0.021,,,330.0,0.05,82.0,0.01,82.0,0.016,82.0,0.07,130.0,0.016,,,390.0,0.044,100.0,0.008,100.0,0.014,100.0,0.068,144.0,0.014,,,410.0,0.024
us-west,Standard Small,m1.small,1700.0,160,1,1,ephemeral,0.047,0.078,0.107,0.077,0.639,0.147,61.0,0.042,69.0,0.069,61.0,0.102,161.0,0.053,1030.0,0.473,210.0,0.094,101.0,0.02,134.0,0.043,101.0,0.08,197.0,0.031,1280.0,0.437,240.0,0.082,123.0,0.016,165.0,0.038,123.0,0.076,211.0,0.027,1450.0,0.248,310.0,0.054,96.0,0.034,106.0,0.059,96.0,0.094,296.0,0.045,3030.0,0.461,550.0,0.083,157.0,0.016,214.0,0.038,157.0,0.076,349.0,0.027,3730.0,0.426,620.0,0.071,188.0,0.013,259.0,0.034,188.0,0.073,364.0,0.024,4180.0,0.238,770.0,0.044
us-west,Standard Medium,m1.medium,3750.0,410,2,1,ephemeral,0.095,0.157,0.155,0.195,0.764,0.255,122.0,0.085,138.0,0.138,122.0,0.145,322.0,0.096,1170.0,0.534,340.0,0.155,202.0,0.039,269.0,0.085,202.0,0.099,394.0,0.05,1430.0,0.49,371.0,0.128,247.0,0.032,327.0,0.075,247.0,0.092,423.0,0.043,1680.0,0.289,523.0,0.088,192.0,0.067,213.0,0.118,192.0,0.127,592.0,0.078,3360.0,0.512,870.0,0.133,314.0,0.032,433.0,0.077,314.0,0.092,698.0,0.043,4090.0,0.467,931.0,0.106,375.0,0.026,519.0,0.068,375.0,0.086,727.0,0.037,4720.0,0.269,1245.0,0.071
us-west,Standard Large,m1.large,7500.0,850,4,2,ephemeral,0.19,0.314,0.25,0.29,0.994,0.47,243.0,0.17,276.0,0.275,243.0,0.23,443.0,0.181,1440.0,0.656,610.0,0.277,404.0,0.079,537.0,0.171,404.0,0.139,596.0,0.09,1695.0,0.582,665.0,0.226,493.0,0.064,660.0,0.151,493.0,0.124,669.0,0.075,2117.0,0.362,969.0,0.165,384.0,0.135,425.0,0.236,384.0,0.195,784.0,0.146,4030.0,0.613,1540.0,0.234,628.0,0.064,861.0,0.154,628.0,0.124,1012.0,0.075,4714.0,0.538,1615.0,0.183,750.0,0.051,1052.0,0.137,750.0,0.111,1102.0,0.062,5684.0,0.324,2271.0,0.129
us-west,Standard Extra Large,m1.xlarge,15000.0,1690,8,4,ephemeral,0.379,0.627,0.439,0.479,1.438,0.899,486.0,0.339,552.0,0.55,486.0,0.399,686.0,0.35,2060.0,0.85,1140.0,0.523,809.0,0.157,1076.0,0.342,809.0,0.217,1001.0,0.168,2641.0,0.675,1245.0,0.425,987.0,0.127,1323.0,0.301,987.0,0.187,1163.0,0.138,2945.0,0.504,1862.0,0.319,768.0,0.269,850.0,0.472,768.0,0.329,1168.0,0.28,4860.0,0.77,2860.0,0.436,1256.0,0.127,1727.0,0.307,1256.0,0.187,1640.0,0.138,5700.0,0.627,2974.0,0.339,1501.0,0.102,2089.0,0.274,1501.0,0.162,1853.0,0.113,7562.0,0.432,4323.0,0.247
us-west,High-CPU Medium,c1.medium,1700.0,350,5,2,ephemeral,0.148,0.228,0.208,0.248,,0.329,161.0,0.113,178.0,0.19,161.0,0.173,361.0,0.124,,,440.0,0.2,333.0,0.065,393.0,0.137,333.0,0.125,525.0,0.076,,,510.0,0.174,405.0,0.051,472.0,0.12,405.0,0.111,581.0,0.062,,,720.0,0.125,243.0,0.099,273.0,0.175,243.0,0.159,643.0,0.11,,,1190.0,0.18,514.0,0.057,607.0,0.128,514.0,0.117,898.0,0.068,,,1310.0,0.15,631.0,0.044,739.0,0.114,631.0,0.104,983.0,0.055,,,1800.0,0.103
us-west,High-CPU Extra Large,c1.xlarge,7000.0,1690,20,8,ephemeral,0.592,0.912,0.722,0.692,2.206,1.236,644.0,0.452,712.0,0.76,644.0,0.582,844.0,0.463,3710.0,1.42,1610.0,0.738,1332.0,0.259,1566.0,0.545,1332.0,0.389,1524.0,0.27,4567.0,1.215,1823.0,0.624,1620.0,0.205,1895.0,0.48,1620.0,0.335,1796.0,0.216,4910.0,0.842,2685.0,0.46,972.0,0.396,1092.0,0.7,972.0,0.526,1372.0,0.407,9090.0,1.36,4320.0,0.657,2056.0,0.227,2426.0,0.511,2056.0,0.357,2440.0,0.238,10339.0,1.176,4616.0,0.527,2524.0,0.176,2962.0,0.455,2524.0,0.306,2876.0,0.187,13289.0,0.759,6605.0,0.377
us-west,Hi-Memory Extra Large,m2.xlarge,17100.0,420,6,2,ephemeral,0.275,0.375,0.335,0.375,1.14,0.481,272.0,0.206,353.0,0.368,272.0,0.266,472.0,0.217,1620.0,0.737,790.0,0.358,391.0,0.078,652.0,0.206,391.0,0.138,583.0,0.089,1920.0,0.657,818.0,0.281,473.0,0.061,795.0,0.177,473.0,0.121,649.0,0.072,2420.0,0.415,1200.0,0.205,398.0,0.166,548.0,0.31,398.0,0.226,798.0,0.177,4440.0,0.676,1950.0,0.297,595.0,0.062,1014.0,0.181,595.0,0.122,979.0,0.073,5190.0,0.593,1934.0,0.221,719.0,0.049,1238.0,0.158,719.0,0.109,1071.0,0.06,6340.0,0.362,2725.0,0.155
us-west,Hi-Memory Double Extra Large,m2.2xlarge,34200.0,850,13,4,ephemeral,0.55,0.75,0.61,0.65,1.589,0.922,544.0,0.412,706.0,0.735,544.0,0.472,744.0,0.423,2220.0,1.066,1500.0,0.684,781.0,0.156,1297.0,0.41,781.0,0.216,973.0,0.167,2880.0,0.765,1553.0,0.534,947.0,0.122,1588.0,0.353,947.0,0.182,1123.0,0.133,3267.0,0.56,2316.0,0.398,796.0,0.332,1096.0,0.62,796.0,0.392,1196.0,0.343,5100.0,0.95,3690.0,0.561,1190.0,0.125,2028.0,0.363,1190.0,0.185,1574.0,0.136,5904.0,0.698,3627.0,0.414,1438.0,0.098,2492.0,0.317,1438.0,0.158,1790.0,0.109,8136.0,0.464,5236.0,0.299
us-west,Hi-Memory Quadruple Extra Large,m2.4xlarge,68400.0,1690,26,8,ephemeral,1.1,1.5,1.23,1.2,3.178,1.844,1088.0,0.824,1412.0,1.47,1088.0,0.954,1288.0,0.835,4440.0,2.132,3000.0,1.369,1562.0,0.312,2594.0,0.821,1562.0,0.442,1754.0,0.323,5760.0,1.53,3116.0,1.066,1894.0,0.245,3172.0,0.708,1894.0,0.375,2070.0,0.256,6534.0,1.12,4641.0,0.794,1592.0,0.664,2192.0,1.24,1592.0,0.794,1992.0,0.675,10200.0,1.9,7380.0,1.123,2381.0,0.25,4054.0,0.726,2381.0,0.38,2765.0,0.261,11808.0,1.397,7254.0,0.829,2875.0,0.197,4969.0,0.635,2875.0,0.327,3227.0,0.208,16272.0,0.929,10472.0,0.598
us-west,Cluster Compute Eight Extra Large,cc2.8xlarge,60500.0,3370,88,32,ephemeral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us-west,High-Memory Cluster Eight Extra Large,cr1.8xlarge,244000.0,240,88,32,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us-west,High-Storage Eight Extra Large,hs1.8xlarge,117000.0,48000,35,16,ephemeral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us-west,High I/O Quadruple Extra Large,hi1.4xlarge,60500.0,2048,35,16,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-ireland,M3 Medium Instance,m3.medium,3750.0,4,3,1,ssd,0.077,0.133,0.137,0.177,0.356,0.187,110.0,0.077,129.0,0.126,110.0,0.137,310.0,0.091,400.0,0.183,245.0,0.112,181.0,0.035,243.0,0.074,181.0,0.095,373.0,0.046,564.0,0.15,277.0,0.095,222.0,0.028,300.0,0.066,222.0,0.088,398.0,0.039,668.0,0.114,417.0,0.072,172.0,0.063,199.0,0.107,172.0,0.123,572.0,0.074,1072.0,0.163,610.0,0.093,286.0,0.029,394.0,0.067,286.0,0.089,670.0,0.04,1241.0,0.142,662.0,0.076,337.0,0.023,477.0,0.06,337.0,0.083,689.0,0.034,1731.0,0.099,957.0,0.055
eu-ireland,M3 Large Instance,m3.large,7500.0,32,6,2,ssd,0.154,0.266,0.214,0.254,0.711,0.374,220.0,0.154,258.0,0.252,220.0,0.214,420.0,0.17,799.0,0.365,491.0,0.225,362.0,0.071,490.0,0.149,362.0,0.131,554.0,0.082,1129.0,0.301,526.0,0.181,443.0,0.057,602.0,0.132,443.0,0.117,619.0,0.068,1337.0,0.229,792.0,0.136,343.0,0.126,398.0,0.214,343.0,0.186,743.0,0.137,2145.0,0.326,1219.0,0.185,571.0,0.057,785.0,0.135,571.0,0.117,955.0,0.068,2481.0,0.283,1259.0,0.143,673.0,0.046,954.0,0.12,673.0,0.106,1025.0,0.057,3463.0,0.198,1817.0,0.105
eu-ireland,M3 Extra Large Instance,m3.xlarge,15000.0,80,13,4,ssd,0.308,0.532,0.368,0.408,1.28,0.748,439.0,0.308,516.0,0.503,439.0,0.368,639.0,0.329,1598.0,0.73,981.0,0.449,724.0,0.141,980.0,0.298,724.0,0.201,916.0,0.152,2257.0,0.601,1052.0,0.361,886.0,0.113,1200.0,0.262,886.0,0.173,1062.0,0.124,2673.0,0.457,1585.0,0.272,686.0,0.252,795.0,0.427,686.0,0.312,1086.0,0.263,4289.0,0.651,2438.0,0.37,1142.0,0.113,1570.0,0.267,1142.0,0.173,1526.0,0.124,4962.0,0.566,2517.0,0.287,1345.0,0.091,1906.0,0.239,1345.0,0.151,1697.0,0.102,6925.0,0.395,3635.0,0.208
eu-ireland,M3 Double Extra Large Instance,m3.2xlarge,30000.0,160,26,8,ssd,0.616,1.064,0.746,0.716,2.56,1.496,879.0,0.616,1032.0,1.006,879.0,0.746,1079.0,0.647,3196.0,1.461,1962.0,0.898,1448.0,0.281,1957.0,0.596,1448.0,0.411,1640.0,0.292,4157.0,1.108,2103.0,0.722,1772.0,0.225,2399.0,0.525,1772.0,0.355,1948.0,0.236,5036.0,0.862,3176.0,0.543,1372.0,0.503,1590.0,0.854,1372.0,0.633,1772.0,0.514,8557.0,1.303,4857.0,0.74,2283.0,0.226,3145.0,0.537,2283.0,0.356,2667.0,0.237,9146.0,1.045,5033.0,0.575,2691.0,0.182,3814.0,0.476,2691.0,0.312,3043.0,0.193,12940.0,0.738,7290.0,0.416
eu-ireland,High-Compute Large,c3.large,3750.0,32,7,2,ssd,0.12,0.188,0.18,0.22,0.561,0.271,160.0,0.117,184.0,0.188,160.0,0.177,360.0,0.128,960.0,0.342,373.0,0.171,268.0,0.053,358.0,0.124,268.0,0.113,460.0,0.064,1206.0,0.3,402.0,0.137,326.0,0.041,435.0,0.109,326.0,0.101,502.0,0.052,1216.0,0.208,576.0,0.098,252.0,0.102,283.0,0.181,252.0,0.162,652.0,0.113,2352.0,0.329,999.0,0.153,414.0,0.046,566.0,0.119,414.0,0.106,798.0,0.057,2730.0,0.292,1017.0,0.116,508.0,0.036,689.0,0.105,508.0,0.096,860.0,0.047,3291.0,0.188,1405.0,0.08
eu-ireland,High-Compute Extra Large,c3.xlarge,7500.0,80,14,4,ssd,0.239,0.376,0.299,0.339,1.066,0.542,321.0,0.234,368.0,0.376,321.0,0.294,521.0,0.245,1920.0,0.683,745.0,0.342,536.0,0.104,715.0,0.246,536.0,0.164,728.0,0.115,2291.0,0.57,805.0,0.275,652.0,0.083,868.0,0.218,652.0,0.143,828.0,0.094,2310.0,0.395,1152.0,0.198,503.0,0.205,565.0,0.362,503.0,0.265,903.0,0.216,4704.0,0.657,1998.0,0.305,827.0,0.091,1128.0,0.234,827.0,0.151,1211.0,0.102,5187.0,0.556,2033.0,0.232,1016.0,0.071,1395.0,0.211,1016.0,0.131,1368.0,0.082,6254.0,0.357,2809.0,0.16
