Region,Instance Type,API Name,Memory (MB),Disk (GB),Compute Units,Virtual Cores,Disk Type,OD Linux PPH,OD Windows PPH,OD RHEL PPH,OD SLES PPH,OD MsWinSQL PPH,OD MsWinSQLWeb PPH,year1 light linux Prepay,year1 light linux PPH,year1 light mswin Prepay,year1 light mswin PPH,year1 light rhel Prepay,year1 light rhel PPH,year1 light sles Prepay,year1 light sles PPH,year1 light mswinSQL Prepay,year1 light mswinSQL PPH,year1 light mswinSQLWeb Prepay,year1 light mswinSQLWeb PPH,year1 medium linux Prepay,year1 medium linux PPH,year1 medium mswin Prepay,year1 medium mswin PPH,year1 medium rhel Prepay,year1 medium rhel PPH,year1 medium sles Prepay,year1 medium sles PPH,year1 medium mswinSQL Prepay,year1 medium mswinSQL PPH,year1 medium mswinSQLWeb Prepay,year1 medium mswinSQLWeb PPH,year1 heavy linux Prepay,year1 heavy linux PPH,year1 heavy mswin Prepay,year1 heavy mswin PPH,year1 heavy rhel Prepay,year1 heavy rhel PPH,year1 heavy sles Prepay,year1 heavy sles PPH,year1 heavy mswinSQL Prepay,year1 heavy mswinSQL PPH,year1 heavy mswinSQLWeb Prepay,year1 heavy mswinSQLWeb PPH,year3 light linux Prepay,year3 light linux PPH,year3 light mswin Prepay,year3 light mswin PPH,year3 light rhel Prepay,year3 light rhel PPH,year3 light sles Prepay,year3 light sles PPH,year3 light mswinSQL Prepay,year3 light mswinSQL PPH,year3 light mswinSQLWeb Prepay,year3 light mswinSQLWeb PPH,year3 medium linux Prepay,year3 medium linux PPH,year3 medium mswin Prepay,year3 medium mswin PPH,year3 medium rhel Prepay,year3 medium rhel PPH,year3 medium sles Prepay,year3 medium sles PPH,year3 medium mswinSQL Prepay,year3 medium mswinSQL PPH,year3 medium mswinSQLWeb Prepay,year3 medium mswinSQLWeb PPH,year3 heavy linux Prepay,year3 heavy linux PPH,year3 heavy mswin Prepay,year3 heavy mswin PPH,year3 heavy rhel Prepay,year3 heavy rhel PPH,year3 heavy sles Prepay,year3 heavy sles PPH,year3 heavy mswinSQL Prepay,year3 heavy mswinSQL PPH,year3 heavy mswinSQLWeb Prepay,year3 heavy mswinSQLWeb PPH
eu-ireland,High I/O Quadruple Extra Large,hi1.4xlarge,60500.0,2048,35,16,ssd,3.1,3.58,3.22,3.2,4.607,3.66,2576.0,1.477,2576.0,1.957,2576.0,1.577,2959.0,1.499,6824.0,3.116,4124.0,1.883,5973.0,0.909,5973.0,1.389,5973.0,1.009,6555.0,0.928,8135.0,2.786,4760.0,1.63,7280.0,0.621,7280.0,1.101,7280.0,0.721,8176.0,0.677,9197.0,1.575,7269.0,1.146,3884.0,1.15,3884.0,1.63,3884.0,1.25,4560.0,1.171,17984.0,2.737,9884.0,1.504,9133.0,0.705,9133.0,1.185,9133.0,0.805,9813.0,0.726,20869.0,2.382,10744.0,1.226,10960.0,0.482,10960.0,0.962,10960.0,0.582,12714.0,0.524,21772.0,1.243,11587.0,0.981
eu-ireland,Micro,t1.micro,615.0,160,0,1,ebs,0.02,0.035,0.085,0.035,,0.075,23.0,0.015,23.0,0.016,23.0,0.075,47.0,0.021,,,110.0,0.05,54.0,0.01,54.0,0.012,54.0,0.07,78.0,0.016,,,130.0,0.044,62.0,0.008,62.0,0.009,62.0,0.068,86.0,0.014,,,140.0,0.024,35.0,0.015,35.0,0.016,35.0,0.075,83.0,0.021,,,310.0,0.05,82.0,0.01,82.0,0.012,82.0,0.07,130.0,0.016,,,370.0,0.042,100.0,0.008,100.0,0.009,100.0,0.068,148.0,0.014,,,380.0,0.022
apac-sin,M3 Medium Instance,m3.medium,3750.0,4,3,1,ssd,0.158,0.221,0.218,0.258,0.356,0.23,124.0,0.087,129.0,0.126,124.0,0.147,324.0,0.187,424.0,0.194,261.0,0.119,288.0,0.055,299.0,0.092,288.0,0.115,480.0,0.155,600.0,0.16,294.0,0.101,350.0,0.044,365.0,0.081,350.0,0.104,526.0,0.144,726.0,0.125,443.0,0.076,191.0,0.069,199.0,0.107,191.0,0.129,591.0,0.169,1139.0,0.173,648.0,0.098,452.0,0.044,468.0,0.081,452.0,0.104,836.0,0.144,1318.0,0.151,704.0,0.08,529.0,0.036,561.0,0.072,529.0,0.096,881.0,0.136,1865.0,0.107,1017.0,0.058
apac-sin,M3 Large Instance,m3.large,7500.0,32,6,2,ssd,0.315,0.441,0.375,0.415,0.711,0.459,249.0,0.175,258.0,0.252,249.0,0.235,449.0,0.275,849.0,0.388,521.0,0.239,575.0,0.11,599.0,0.184,575.0,0.17,767.0,0.21,1199.0,0.319,588.0,0.202,701.0,0.089,730.0,0.162,701.0,0.149,877.0,0.189,1452.0,0.249,886.0,0.152,382.0,0.139,398.0,0.214,382.0,0.199,782.0,0.239,2279.0,0.346,1296.0,0.197,904.0,0.089,935.0,0.162,904.0,0.149,1288.0,0.189,2636.0,0.301,1407.0,0.161,1058.0,0.072,1122.0,0.143,1058.0,0.132,1410.0,0.172,3731.0,0.214,2033.0,0.117
apac-sin,M3 Extra Large Instance,m3.xlarge,15000.0,80,13,4,ssd,0.63,0.882,0.69,0.73,1.422,0.918,497.0,0.349,516.0,0.503,497.0,0.449,648.0,0.454,1697.0,0.776,1042.0,0.477,1150.0,0.219,1197.0,0.367,1150.0,0.279,1342.0,0.319,2398.0,0.638,1176.0,0.404,1401.0,0.177,1459.0,0.323,1401.0,0.277,1577.0,0.277,2904.0,0.498,1772.0,0.304,764.0,0.277,795.0,0.427,764.0,0.337,1052.0,0.377,4557.0,0.692,2591.0,0.393,1808.0,0.177,1870.0,0.323,1808.0,0.237,2192.0,0.277,5272.0,0.602,2814.0,0.321,2115.0,0.143,2244.0,0.286,2115.0,0.243,2467.0,0.243,7461.0,0.427,4066.0,0.233
apac-sin,M3 Double Extra Large Instance,m3.2xlarge,30000.0,160,26,8,ssd,1.26,1.764,1.39,1.36,2.844,1.836,995.0,0.697,1032.0,1.006,995.0,0.797,1145.0,0.803,3396.0,1.552,2085.0,0.954,2300.0,0.439,2394.0,0.735,2300.0,0.539,2492.0,0.515,4795.0,1.277,2353.0,0.808,2802.0,0.354,2917.0,0.646,2802.0,0.414,2978.0,0.417,5816.0,0.995,3552.0,0.608,1528.0,0.554,1590.0,0.854,1528.0,0.614,1816.0,0.658,9092.0,1.385,5160.0,0.786,3616.0,0.354,3740.0,0.647,3616.0,0.414,4000.0,0.436,10543.0,1.204,5630.0,0.643,4230.0,0.286,4488.0,0.57,4230.0,0.386,4582.0,0.386,14944.0,0.853,8153.0,0.465
apac-sin,Standard Small,m1.small,1700.0,160,1,1,ephemeral,0.08,0.115,0.14,0.11,0.629,0.155,67.0,0.047,69.0,0.069,67.0,0.107,155.0,0.061,1030.0,0.473,210.0,0.094,152.0,0.03,160.0,0.051,152.0,0.09,240.0,0.043,1280.0,0.437,240.0,0.082,185.0,0.024,195.0,0.045,185.0,0.084,273.0,0.036,1450.0,0.248,310.0,0.054,97.0,0.037,106.3,0.059,97.0,0.097,297.0,0.051,3030.0,0.461,550.0,0.083,241.0,0.024,250.0,0.045,241.0,0.084,433.0,0.037,3730.0,0.426,620.0,0.071,290.0,0.019,300.0,0.04,290.0,0.079,466.0,0.03,4180.0,0.238,770.0,0.044
apac-sin,Standard Medium,m1.medium,3750.0,410,2,1,ephemeral,0.16,0.23,0.21,0.23,0.744,0.27,133.0,0.093,138.0,0.138,133.0,0.153,333.0,0.107,1170.0,0.534,340.0,0.155,304.0,0.059,320.0,0.103,304.0,0.119,496.0,0.073,1430.0,0.49,390.0,0.135,370.0,0.048,390.0,0.09,370.0,0.108,546.0,0.06,1680.0,0.289,550.0,0.093,194.0,0.075,212.5,0.118,194.0,0.135,594.0,0.089,3360.0,0.512,870.0,0.133,482.0,0.047,500.0,0.09,482.0,0.107,866.0,0.061,4090.0,0.467,980.0,0.112,580.0,0.038,600.0,0.08,580.0,0.098,932.0,0.05,4720.0,0.269,1310.0,0.075
apac-sin,Standard Large,m1.large,7500.0,850,4,2,ephemeral,0.32,0.46,0.38,0.42,0.974,0.5,266.0,0.186,276.0,0.275,266.0,0.246,466.0,0.201,1440.0,0.656,610.0,0.277,608.0,0.118,640.0,0.205,608.0,0.178,800.0,0.131,1730.0,0.594,700.0,0.238,739.0,0.095,780.0,0.18,739.0,0.155,915.0,0.107,2160.0,0.369,1020.0,0.174,388.0,0.149,425.2,0.236,388.0,0.209,788.0,0.163,4030.0,0.613,1540.0,0.234,964.0,0.095,1000.0,0.18,964.0,0.155,1348.0,0.107,4810.0,0.549,1700.0,0.193,1160.0,0.076,1200.0,0.16,1160.0,0.136,1512.0,0.088,5800.0,0.331,2390.0,0.136
apac-sin,Standard Extra Large,m1.xlarge,15000.0,1690,8,4,ephemeral,0.64,0.92,0.7,0.74,1.434,0.96,532.0,0.372,552.0,0.55,532.0,0.432,732.0,0.386,2060.0,0.85,1140.0,0.523,1215.0,0.236,1280.0,0.41,1215.0,0.296,1407.0,0.249,2780.0,0.71,1310.0,0.447,1478.0,0.19,1560.0,0.36,1478.0,0.25,1654.0,0.202,3100.0,0.53,1960.0,0.336,776.0,0.298,850.4,0.472,776.0,0.358,1176.0,0.312,4860.0,0.77,2860.0,0.436,1928.0,0.189,2000.0,0.36,1928.0,0.249,2312.0,0.202,6000.0,0.66,3130.0,0.357,2320.0,0.151,2400.0,0.32,2320.0,0.211,2672.0,0.163,7960.0,0.455,4550.0,0.26
apac-sin,High-Compute Large,c3.large,3750.0,32,7,2,ssd,0.189,0.295,0.249,0.289,0.561,0.316,180.0,0.126,184.0,0.197,180.0,0.186,380.0,0.251,960.0,0.367,417.0,0.191,416.0,0.081,430.0,0.15,416.0,0.141,608.0,0.201,1206.0,0.321,481.0,0.165,509.0,0.063,518.0,0.132,509.0,0.123,685.0,0.173,1296.0,0.222,709.0,0.121,270.0,0.111,283.0,0.181,270.0,0.171,670.0,0.236,2352.0,0.352,1118.0,0.17,625.0,0.071,660.0,0.14,625.0,0.131,1009.0,0.191,2730.0,0.311,1219.0,0.139,769.0,0.056,802.0,0.124,769.0,0.116,1121.0,0.166,3509.0,0.2,1744.0,0.1
apac-sin,High-Compute Extra Large,c3.xlarge,7500.0,80,14,4,ssd,0.378,0.59,0.438,0.478,1.122,0.632,360.0,0.253,368.0,0.393,360.0,0.313,560.0,0.378,1920.0,0.735,833.0,0.382,832.0,0.161,859.0,0.3,832.0,0.221,1024.0,0.281,2412.0,0.642,963.0,0.33,1018.0,0.126,1035.0,0.264,1018.0,0.186,1194.0,0.236,2593.0,0.445,1418.0,0.243,540.0,0.221,565.0,0.362,540.0,0.281,940.0,0.346,4704.0,0.704,2236.0,0.34,1250.0,0.143,1321.0,0.279,1250.0,0.203,1634.0,0.263,5460.0,0.621,2437.0,0.278,1538.0,0.112,1604.0,0.248,1538.0,0.172,1890.0,0.222,7017.0,0.401,3488.0,0.199
apac-sin,High-Compute Double Extra Large,c3.2xlarge,15000.0,160,28,8,ssd,0.756,1.18,0.886,0.856,2.243,1.263,720.0,0.505,737.0,0.787,720.0,0.635,920.0,0.63,3840.0,1.47,1666.0,0.764,1664.0,0.323,1718.0,0.6,1664.0,0.453,1856.0,0.443,4823.0,1.283,1925.0,0.659,2037.0,0.253,2070.0,0.528,2037.0,0.383,2213.0,0.363,5185.0,0.889,2836.0,0.485,1081.0,0.443,1130.0,0.725,1081.0,0.573,1481.0,0.568,9408.0,1.408,4471.0,0.68,2501.0,0.286,2641.0,0.559,2501.0,0.416,2885.0,0.406,10919.0,1.242,4875.0,0.557,3076.0,0.224,3209.0,0.497,3076.0,0.354,3428.0,0.334,14035.0,0.801,6976.0,0.398
apac-sin,High-Compute Quadruple Extra Large,c3.4xlarge,30000.0,320,55,16,ssd,1.512,2.36,1.642,1.612,4.486,2.526,1441.0,1.01,1474.0,1.573,1441.0,1.14,1641.0,1.135,7680.0,2.939,3333.0,1.528,3329.0,0.646,3436.0,1.201,3329.0,0.776,3521.0,0.766,9646.0,2.567,3850.0,1.319,4074.0,0.505,4140.0,1.056,4074.0,0.635,4250.0,0.615,10371.0,1.778,5672.0,0.971,2161.0,0.886,2260.0,1.449,2161.0,1.016,2561.0,1.011,18816.0,2.815,8942.0,1.36,5001.0,0.571,5283.0,1.118,5001.0,0.701,5385.0,0.691,21839.0,2.484,9750.0,1.114,6152.0,0.447,6417.0,0.994,6152.0,0.577,6504.0,0.557,28069.0,1.602,13952.0,0.797
apac-sin,High-Compute Eight Extra Large,c3.8xlarge,60000.0,640,108,32,ssd,3.024,4.72,3.154,3.124,8.972,5.052,2881.0,2.02,2948.0,3.146,2881.0,2.15,3081.0,2.145,15359.0,5.879,6665.0,3.055,6657.0,1.292,6872.0,2.401,6657.0,1.422,6849.0,1.412,19292.0,5.134,7700.0,2.637,8148.0,1.01,8280.0,2.111,8148.0,1.14,8324.0,1.12,20741.0,3.556,11344.0,1.942,4322.0,1.772,4521.0,2.898,4322.0,1.902,4722.0,1.897,37633.0,5.63,17885.0,2.72,10002.0,1.143,10565.0,2.236,10002.0,1.273,10386.0,1.263,43677.0,4.968,19499.0,2.227,12304.0,0.894,12834.0,1.987,12304.0,1.024,12656.0,1.004,56138.0,3.204,27904.0,1.594
apac-sin,High-CPU Medium,c1.medium,1700.0,350,5,2,ephemeral,0.183,0.285,0.243,0.283,,0.325,174.0,0.122,178.0,0.19,174.0,0.182,374.0,0.136,,,440.0,0.2,402.0,0.078,415.0,0.145,402.0,0.138,594.0,0.091,,,510.0,0.174,492.0,0.061,500.0,0.128,492.0,0.121,668.0,0.073,,,720.0,0.125,261.0,0.107,273.0,0.175,261.0,0.167,661.0,0.121,,,1190.0,0.18,604.0,0.069,638.0,0.135,604.0,0.129,988.0,0.082,,,1310.0,0.15,743.0,0.054,775.0,0.12,743.0,0.114,1095.0,0.066,,,1800.0,0.103
apac-sin,High-CPU Extra Large,c1.xlarge,7000.0,1690,20,8,ephemeral,0.73,1.14,0.83,0.83,2.167,1.22,696.0,0.488,712.0,0.76,696.0,0.588,896.0,0.502,3710.0,1.42,1610.0,0.738,1608.0,0.312,1660.0,0.58,1608.0,0.412,1800.0,0.325,4660.0,1.24,1860.0,0.637,1968.0,0.244,2000.0,0.51,1968.0,0.344,2144.0,0.256,5010.0,0.859,2740.0,0.469,1044.0,0.428,1092.0,0.7,1044.0,0.528,1444.0,0.442,9090.0,1.36,4320.0,0.657,2416.0,0.276,2552.0,0.54,2416.0,0.376,2800.0,0.289,10550.0,1.2,4710.0,0.538,2972.0,0.216,3100.0,0.48,2972.0,0.316,3324.0,0.228,13560.0,0.774,6740.0,0.385
apac-sin,Hi-Memory Extra Large,m2.xlarge,17100.0,420,6,2,ephemeral,0.495,0.57,0.555,0.595,1.084,0.61,282.0,0.231,353.0,0.368,282.0,0.291,482.0,0.245,1620.0,0.737,790.0,0.358,683.0,0.148,850.0,0.265,683.0,0.208,875.0,0.161,1920.0,0.657,880.0,0.302,821.0,0.119,1030.0,0.228,821.0,0.179,997.0,0.131,2420.0,0.415,1290.0,0.22,423.0,0.185,548.0,0.31,423.0,0.245,823.0,0.199,4440.0,0.676,1950.0,0.297,1038.0,0.119,1283.0,0.228,1038.0,0.179,1422.0,0.132,5190.0,0.593,2080.0,0.238,1231.0,0.095,1550.0,0.198,1231.0,0.155,1583.0,0.107,6340.0,0.362,2930.0,0.167
apac-sin,Hi-Memory Double Extra Large,m2.2xlarge,34200.0,850,13,4,ephemeral,0.99,1.14,1.05,1.09,1.654,1.18,564.0,0.462,706.0,0.735,564.0,0.562,764.0,0.476,2220.0,1.066,1500.0,0.684,1366.0,0.296,1700.0,0.53,1366.0,0.396,1558.0,0.309,3200.0,0.85,1670.0,0.574,1642.0,0.238,2060.0,0.455,1642.0,0.338,1818.0,0.25,3630.0,0.622,2490.0,0.428,846.0,0.37,1096.0,0.62,846.0,0.47,1246.0,0.384,5100.0,0.95,3690.0,0.561,2076.0,0.238,2566.0,0.456,2076.0,0.338,2460.0,0.251,6560.0,0.776,3900.0,0.445,2462.0,0.19,3100.0,0.396,2462.0,0.29,2814.0,0.202,9040.0,0.516,5630.0,0.321
apac-sin,Hi-Memory Quadruple Extra Large,m2.4xlarge,68400.0,1690,26,8,ephemeral,1.98,2.28,2.08,2.08,3.307,2.36,1128.0,0.924,1412.0,1.47,1128.0,1.024,1328.0,0.938,4440.0,2.132,3000.0,1.369,2732.0,0.592,3400.0,1.06,2732.0,0.692,2924.0,0.605,6400.0,1.7,3350.0,1.146,3284.0,0.476,4120.0,0.91,3284.0,0.576,3460.0,0.488,7260.0,1.244,4990.0,0.854,1692.0,0.74,2192.0,1.24,1692.0,0.84,2092.0,0.754,10200.0,1.9,7380.0,1.123,4152.0,0.476,5132.0,0.912,4152.0,0.576,4536.0,0.489,13120.0,1.552,7800.0,0.891,4924.0,0.38,6200.0,0.792,4924.0,0.48,5276.0,0.392,18080.0,1.032,11260.0,0.643
apac-sin,High I/O Extra Large,i2.xlarge,30500.0,720,14,4,ssd,1.018,1.169,1.078,1.118,2.127,1.292,927.0,0.531,927.0,0.704,927.0,0.591,1127.0,0.631,2457.0,1.122,1485.0,0.678,2150.0,0.327,2150.0,0.5,2150.0,0.387,2342.0,0.427,2929.0,1.004,1714.0,0.588,2621.0,0.223,2621.0,0.396,2621.0,0.283,2797.0,0.323,3311.0,0.567,2616.0,0.413,1398.0,0.415,1398.0,0.588,1398.0,0.475,1798.0,0.515,6474.0,0.985,3558.0,0.541,3288.0,0.253,3288.0,0.426,3288.0,0.313,3672.0,0.353,7512.0,0.858,3868.0,0.442,3946.0,0.174,3946.0,0.347,3946.0,0.234,4298.0,0.274,7838.0,0.448,4172.0,0.353
apac-sin,High I/O Double Extra Large,i2.2xlarge,61000.0,1440,27,8,ssd,2.035,2.337,2.165,2.135,4.254,2.585,1855.0,1.064,1855.0,1.41,1855.0,1.124,2055.0,1.164,4913.0,2.244,2969.0,1.356,4301.0,0.655,4301.0,1.001,4301.0,0.715,4493.0,0.755,5858.0,2.006,3427.0,1.174,5242.0,0.448,5242.0,0.793,5242.0,0.508,5418.0,0.548,6623.0,1.135,5234.0,0.825,2796.0,0.828,2796.0,1.174,2796.0,0.888,3196.0,0.928,12948.0,1.971,7116.0,1.083,6576.0,0.508,6576.0,0.854,6576.0,0.568,6960.0,0.608,15026.0,1.715,7736.0,0.883,7891.0,0.347,7891.0,0.693,7891.0,0.407,8243.0,0.447,15676.0,0.896,8343.0,0.707
apac-sin,High I/O Quadruple Extra Large,i2.4xlarge,122000.0,2880,53,16,ssd,4.07,4.674,4.2,4.17,8.508,5.169,3709.0,2.127,3709.0,2.818,3709.0,2.187,3909.0,2.227,9827.0,4.487,5939.0,2.712,8601.0,1.309,8601.0,2.0,8601.0,1.369,8793.0,1.409,11714.0,4.012,6854.0,2.347,10483.0,0.894,10483.0,1.585,10483.0,0.954,10659.0,0.994,13244.0,2.268,10467.0,1.65,5593.0,1.656,5593.0,2.347,5593.0,1.716,5993.0,1.756,25897.0,3.941,14233.0,2.166,13152.0,1.015,13152.0,1.706,13152.0,1.075,13536.0,1.115,30051.0,3.43,15471.0,1.765,15782.0,0.694,15782.0,1.385,15782.0,0.754,16134.0,0.794,31352.0,1.79,16685.0,1.413
apac-sin,High I/O Eight Extra Large,i2.8xlarge,244000.0,5760,104,32,ssd,8.14,9.348,8.27,8.24,17.016,10.338,7419.0,4.254,7419.0,5.636,7419.0,4.314,7619.0,4.354,19653.0,8.974,11877.0,5.423,17202.0,2.618,17202.0,4.0,17202.0,2.678,17394.0,2.718,23429.0,8.024,13709.0,4.694,20966.0,1.788,20966.0,3.171,20966.0,1.848,21142.0,1.888,26487.0,4.536,20935.0,3.3,11186.0,3.312,11186.0,4.694,11186.0,3.372,11586.0,3.412,51794.0,7.883,28466.0,4.332,26303.0,2.03,26303.0,3.413,26303.0,2.09,26687.0,2.13,60103.0,6.86,30943.0,3.531,31565.0,1.388,31565.0,2.771,31565.0,1.448,31917.0,1.488,62703.0,3.58,33371.0,2.825
apac-sin,High-Storage Eight Extra Large,hs1.8xlarge,117000.0,48000,35,16,ephemeral,5.57,5.901,5.69,5.67,9.32,6.114,5144.0,3.328,5996.0,3.878,5144.0,3.458,5344.0,3.453,14790.0,9.567,6544.0,4.233,13245.0,2.268,15437.0,2.643,13245.0,2.398,13437.0,2.388,38080.0,6.52,16848.0,2.885,14191.0,1.08,16540.0,1.259,14191.0,1.21,14367.0,1.19,40800.0,3.105,18051.0,1.374,7621.0,2.61,8883.0,3.042,7621.0,2.74,8021.0,2.735,21911.0,7.504,9694.0,3.32,22075.0,1.96,25729.0,2.284,22075.0,2.09,22459.0,2.08,63466.0,5.635,28080.0,2.493,26280.0,1.0,30629.0,1.166,26280.0,1.13,26632.0,1.11,75555.0,2.875,33428.0,1.272
apac-sin,Micro,t1.micro,615.0,160,0,1,ebs,0.02,0.02,0.085,0.035,,0.075,23.0,0.015,23.0,0.016,23.0,0.075,47.0,0.021,,,110.0,0.051,54.0,0.01,54.0,0.012,54.0,0.07,78.0,0.016,,,140.0,0.046,62.0,0.008,62.0,0.009,62.0,0.068,86.0,0.014,,,150.0,0.026,35.0,0.015,35.0,0.016,35.0,0.075,83.0,0.021,,,330.0,0.05,82.0,0.01,82.0,0.012,82.0,0.07,130.0,0.016,,,390.0,0.044,100.0,0.008,100.0,0.009,100.0,0.068,148.0,0.014,,,410.0,0.024
apac-sin,Cluster Compute Eight Extra Large,cc2.8xlarge,60500.0,3370,88,32,ephemeral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apac-sin,Cluster GPU Double Extra Large,g2.2xlarge,15000.0,60,26,8,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apac-sin,High-Memory Cluster Eight Extra Large,cr1.8xlarge,244000.0,240,88,32,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apac-sin,High I/O Quadruple Extra Large,hi1.4xlarge,60500.0,2048,35,16,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apac-tokyo,M3 Medium Instance,m3.medium,3750.0,4,3,1,ssd,0.171,0.221,0.231,0.271,0.376,0.231,126.0,0.096,135.0,0.14,126.0,0.156,326.0,0.196,478.0,0.218,291.0,0.132,300.0,0.064,314.0,0.106,300.0,0.124,492.0,0.164,681.0,0.182,333.0,0.114,365.0,0.046,383.0,0.088,365.0,0.106,541.0,0.146,804.0,0.138,478.0,0.082,199.0,0.076,209.0,0.12,199.0,0.136,599.0,0.176,1284.0,0.196,721.0,0.11,455.0,0.052,491.0,0.093,455.0,0.112,839.0,0.152,1508.0,0.172,799.0,0.092,563.0,0.037,589.0,0.079,563.0,0.097,915.0,0.137,2089.0,0.119,1112.0,0.063
apac-tokyo,M3 Large Instance,m3.large,7500.0,32,6,2,ssd,0.342,0.441,0.402,0.442,0.752,0.462,252.0,0.193,270.0,0.281,252.0,0.253,452.0,0.293,957.0,0.437,581.0,0.265,601.0,0.128,628.0,0.213,601.0,0.188,793.0,0.228,1363.0,0.364,667.0,0.228,730.0,0.092,767.0,0.176,730.0,0.152,906.0,0.192,1608.0,0.275,957.0,0.164,397.0,0.153,418.0,0.24,397.0,0.213,797.0,0.253,2569.0,0.392,1441.0,0.22,911.0,0.104,982.0,0.187,911.0,0.164,1295.0,0.204,3016.0,0.344,1597.0,0.183,1125.0,0.075,1178.0,0.157,1125.0,0.135,1477.0,0.175,4178.0,0.238,2223.0,0.127
apac-tokyo,M3 Extra Large Instance,m3.xlarge,15000.0,80,13,4,ssd,0.684,0.882,0.744,0.784,1.503,0.923,504.0,0.385,539.0,0.561,504.0,0.445,704.0,0.485,1913.0,0.873,1162.0,0.529,1201.0,0.255,1256.0,0.425,1201.0,0.315,1393.0,0.355,2725.0,0.727,1333.0,0.456,1460.0,0.184,1533.0,0.351,1460.0,0.244,1636.0,0.284,3216.0,0.55,1913.0,0.327,794.0,0.305,835.0,0.479,794.0,0.365,1194.0,0.405,5137.0,0.784,2882.0,0.439,1821.0,0.208,1964.0,0.373,1821.0,0.268,2205.0,0.308,6032.0,0.688,3194.0,0.366,2250.0,0.149,2356.0,0.314,2250.0,0.209,2602.0,0.249,8355.0,0.476,4446.0,0.253
apac-tokyo,M3 Double Extra Large Instance,m3.2xlarge,30000.0,160,26,8,ssd,1.368,1.764,1.498,1.468,3.006,1.847,1008.0,0.77,1078.0,1.121,1008.0,0.83,1208.0,0.87,3828.0,1.746,2315.0,1.058,2402.0,0.51,2513.0,0.851,2402.0,0.57,2594.0,0.61,5458.0,1.453,2658.0,0.912,2921.0,0.369,3067.0,0.702,2921.0,0.429,3097.0,0.469,6426.0,1.101,3828.0,0.655,1588.0,0.61,1669.0,0.956,1588.0,0.67,1988.0,0.71,10298.0,1.567,5763.0,0.879,3641.0,0.417,3927.0,0.746,3641.0,0.477,4025.0,0.517,12040.0,1.376,6389.0,0.731,4500.0,0.298,4712.0,0.626,4500.0,0.358,4852.0,0.398,16686.0,0.953,8890.0,0.507
apac-tokyo,Standard Small,m1.small,1700.0,160,1,1,ephemeral,0.088,0.115,0.155,0.122,0.706,0.161,68.0,0.052,72.0,0.076,68.0,0.112,156.0,0.066,1180.0,0.54,230.0,0.105,168.0,0.036,168.0,0.058,161.0,0.094,256.0,0.049,1460.0,0.501,270.0,0.093,194.0,0.025,205.0,0.049,194.0,0.085,282.0,0.037,1650.0,0.282,340.0,0.058,106.0,0.041,111.6,0.065,106.0,0.101,306.0,0.055,3470.0,0.528,610.0,0.093,262.5,0.028,262.5,0.05,241.0,0.088,433.0,0.041,4280.0,0.488,700.0,0.08,297.0,0.02,315.0,0.044,297.0,0.08,473.0,0.032,4770.0,0.272,850.0,0.049
apac-tokyo,Standard Medium,m1.medium,3750.0,410,2,1,ephemeral,0.175,0.23,0.22,0.234,0.821,0.276,135.0,0.103,144.0,0.153,135.0,0.163,335.0,0.117,1330.0,0.608,380.0,0.172,322.0,0.068,336.0,0.115,322.0,0.128,514.0,0.082,1630.0,0.558,440.0,0.149,387.0,0.05,410.0,0.098,387.0,0.11,563.0,0.062,1960.0,0.337,660.0,0.112,212.0,0.082,223.2,0.13,212.0,0.142,612.0,0.094,3830.0,0.584,970.0,0.148,482.0,0.055,525.0,0.1,482.0,0.115,866.0,0.068,4670.0,0.533,1090.0,0.125,594.0,0.04,630.0,0.088,594.0,0.1,946.0,0.054,5360.0,0.306,1440.0,0.082
apac-tokyo,Standard Large,m1.large,7500.0,850,4,2,ephemeral,0.35,0.46,0.419,0.465,1.051,0.506,270.0,0.206,288.0,0.305,270.0,0.266,470.0,0.22,1630.0,0.743,670.0,0.308,672.0,0.136,672.0,0.23,643.0,0.196,835.0,0.15,1970.0,0.673,770.0,0.265,774.0,0.1,820.0,0.195,774.0,0.16,950.0,0.112,2410.0,0.411,1100.0,0.188,424.0,0.164,446.4,0.26,424.0,0.224,824.0,0.178,4560.0,0.694,1700.0,0.258,1050.0,0.11,1050.0,0.2,964.0,0.17,1348.0,0.123,5460.0,0.623,1880.0,0.215,1188.0,0.081,1260.0,0.176,1188.0,0.141,1540.0,0.093,6540.0,0.373,2620.0,0.149
