Region,Instance Type,API Name,Memory (MB),Disk (GB),Compute Units,Virtual Cores,Disk Type,OD Linux PPH,OD Windows PPH,OD RHEL PPH,OD SLES PPH,OD MsWinSQL PPH,OD MsWinSQLWeb PPH,year1 light linux Prepay,year1 light linux PPH,year1 light mswin Prepay,year1 light mswin PPH,year1 light rhel Prepay,year1 light rhel PPH,year1 light sles Prepay,year1 light sles PPH,year1 light mswinSQL Prepay,year1 light mswinSQL PPH,year1 light mswinSQLWeb Prepay,year1 light mswinSQLWeb PPH,year1 medium linux Prepay,year1 medium linux PPH,year1 medium mswin Prepay,year1 medium mswin PPH,year1 medium rhel Prepay,year1 medium rhel PPH,year1 medium sles Prepay,year1 medium sles PPH,year1 medium mswinSQL Prepay,year1 medium mswinSQL PPH,year1 medium mswinSQLWeb Prepay,year1 medium mswinSQLWeb PPH,year1 heavy linux Prepay,year1 heavy linux PPH,year1 heavy mswin Prepay,year1 heavy mswin PPH,year1 heavy rhel Prepay,year1 heavy rhel PPH,year1 heavy sles Prepay,year1 heavy sles PPH,year1 heavy mswinSQL Prepay,year1 heavy mswinSQL PPH,year1 heavy mswinSQLWeb Prepay,year1 heavy mswinSQLWeb PPH,year3 light linux Prepay,year3 light linux PPH,year3 light mswin Prepay,year3 light mswin PPH,year3 light rhel Prepay,year3 light rhel PPH,year3 light sles Prepay,year3 light sles PPH,year3 light mswinSQL Prepay,year3 light mswinSQL PPH,year3 light mswinSQLWeb Prepay,year3 light mswinSQLWeb PPH,year3 medium linux Prepay,year3 medium linux PPH,year3 medium mswin Prepay,year3 medium mswin PPH,year3 medium rhel Prepay,year3 medium rhel PPH,year3 medium sles Prepay,year3 medium sles PPH,year3 medium mswinSQL Prepay,year3 medium mswinSQL PPH,year3 medium mswinSQLWeb Prepay,year3 medium mswinSQLWeb PPH,year3 heavy linux Prepay,year3 heavy linux PPH,year3 heavy mswin Prepay,year3 heavy mswin PPH,year3 heavy rhel Prepay,year3 heavy rhel PPH,year3 heavy sles Prepay,year3 heavy sles PPH,year3 heavy mswinSQL Prepay,year3 heavy mswinSQL PPH,year3 heavy mswinSQLWeb Prepay,year3 heavy mswinSQLWeb PPH
apac-tokyo,Standard Extra Large,m1.xlarge,15000.0,1690,8,4,ephemeral,0.7,0.92,0.769,0.815,1.511,0.966,540.0,0.412,576.0,0.61,540.0,0.472,740.0,0.426,2160.0,0.9,1260.0,0.578,1344.0,0.288,1344.0,0.46,1285.0,0.332,1477.0,0.285,2920.0,0.75,1440.0,0.495,1548.0,0.199,1640.0,0.39,1548.0,0.259,1724.0,0.211,3420.0,0.585,2110.0,0.361,848.0,0.327,892.8,0.52,848.0,0.387,1248.0,0.341,5100.0,0.81,3150.0,0.48,2100.0,0.232,2100.0,0.4,1928.0,0.28,2312.0,0.233,6300.0,0.69,3460.0,0.394,2376.0,0.161,2520.0,0.352,2376.0,0.221,2728.0,0.173,8890.0,0.508,4970.0,0.284
apac-tokyo,High-Compute Large,c3.large,3750.0,32,7,2,ssd,0.192,0.295,0.252,0.292,0.601,0.319,190.0,0.14,194.0,0.215,190.0,0.2,390.0,0.265,1009.0,0.386,458.0,0.209,451.0,0.091,451.0,0.166,447.0,0.151,643.0,0.211,1265.0,0.336,528.0,0.181,535.0,0.07,549.0,0.144,535.0,0.13,711.0,0.18,1446.0,0.247,768.0,0.132,278.0,0.122,296.0,0.2,278.0,0.182,678.0,0.247,2471.0,0.367,1234.0,0.188,693.0,0.083,693.0,0.155,673.0,0.143,1077.0,0.203,2867.0,0.326,1351.0,0.154,823.0,0.061,842.0,0.138,823.0,0.121,1175.0,0.171,3949.0,0.225,1920.0,0.109
apac-tokyo,High-Compute Extra Large,c3.xlarge,7500.0,80,14,4,ssd,0.383,0.59,0.443,0.483,1.201,0.638,381.0,0.279,387.0,0.43,381.0,0.339,581.0,0.404,2018.0,0.771,916.0,0.417,903.0,0.182,903.0,0.331,894.0,0.242,1095.0,0.302,2531.0,0.673,1056.0,0.362,1070.0,0.141,1097.0,0.288,1070.0,0.201,1246.0,0.251,2893.0,0.495,1537.0,0.263,557.0,0.244,592.0,0.4,557.0,0.304,957.0,0.369,4942.0,0.735,2468.0,0.376,1387.0,0.166,1387.0,0.311,1346.0,0.226,1771.0,0.286,5734.0,0.652,2701.0,0.308,1646.0,0.122,1685.0,0.275,1646.0,0.182,1998.0,0.232,7897.0,0.451,3840.0,0.219
apac-tokyo,High-Compute Double Extra Large,c3.2xlarge,15000.0,160,28,8,ssd,0.766,1.18,0.896,0.866,2.402,1.275,762.0,0.559,774.0,0.859,762.0,0.689,962.0,0.684,4037.0,1.542,1832.0,0.834,1805.0,0.364,1805.0,0.662,1788.0,0.494,1997.0,0.484,5061.0,1.346,2111.0,0.723,2140.0,0.282,2194.0,0.575,2140.0,0.412,2316.0,0.392,5786.0,0.989,3074.0,0.527,1114.0,0.489,1184.0,0.799,1114.0,0.619,1514.0,0.614,9884.0,1.47,4937.0,0.751,2774.0,0.331,2774.0,0.621,2691.0,0.461,3158.0,0.451,11468.0,1.304,5403.0,0.617,3291.0,0.244,3370.0,0.551,3291.0,0.374,3643.0,0.354,15794.0,0.901,7680.0,0.438
apac-tokyo,High-Compute Quadruple Extra Large,c3.4xlarge,30000.0,320,55,16,ssd,1.532,2.36,1.662,1.632,4.804,2.55,1524.0,1.118,1548.0,1.718,1524.0,1.248,1724.0,1.243,8073.0,3.084,3664.0,1.668,3610.0,0.729,3610.0,1.325,3577.0,0.859,3802.0,0.849,10122.0,2.691,4223.0,1.447,4281.0,0.563,4388.0,1.151,4281.0,0.693,4457.0,0.673,11571.0,1.979,6148.0,1.054,2227.0,0.977,2368.0,1.598,2227.0,1.107,2627.0,1.102,19769.0,2.939,9874.0,1.503,5548.0,0.662,5548.0,1.242,5382.0,0.792,5932.0,0.782,22936.0,2.608,10805.0,1.234,6583.0,0.489,6740.0,1.101,6583.0,0.619,6935.0,0.599,31588.0,1.803,15359.0,0.876
apac-tokyo,High-Compute Eight Extra Large,c3.8xlarge,60000.0,640,108,32,ssd,3.064,4.72,3.194,3.164,9.608,5.1,3047.0,2.236,3097.0,3.436,3047.0,2.366,3247.0,2.361,16146.0,6.169,7328.0,3.337,7220.0,1.457,7220.0,2.65,7154.0,1.587,7412.0,1.577,20245.0,5.382,8446.0,2.894,8562.0,1.126,8777.0,2.302,8562.0,1.256,8738.0,1.236,23143.0,3.958,12296.0,2.107,4455.0,1.954,4736.0,3.196,4455.0,2.084,4855.0,2.079,39537.0,5.879,19748.0,3.006,11095.0,1.325,11095.0,2.484,10764.0,1.455,11479.0,1.445,45871.0,5.216,21611.0,2.467,13165.0,0.977,13480.0,2.202,13165.0,1.107,13517.0,1.087,63176.0,3.606,30719.0,1.751
apac-tokyo,High-CPU Medium,c1.medium,1700.0,350,5,2,ephemeral,0.185,0.285,0.254,0.29,,0.331,184.0,0.135,187.0,0.208,184.0,0.195,384.0,0.149,,,480.0,0.221,436.0,0.088,436.0,0.16,432.0,0.148,624.0,0.101,,,560.0,0.192,517.0,0.068,530.0,0.139,517.0,0.128,693.0,0.08,,,790.0,0.134,269.0,0.118,286.0,0.193,269.0,0.178,669.0,0.132,,,1310.0,0.2,670.0,0.08,670.0,0.15,650.0,0.138,1034.0,0.091,,,1460.0,0.166,795.0,0.059,814.0,0.133,795.0,0.119,1147.0,0.071,,,1990.0,0.113
apac-tokyo,High-CPU Extra Large,c1.xlarge,7000.0,1690,20,8,ephemeral,0.74,1.14,0.855,0.855,2.322,1.232,736.0,0.54,748.0,0.83,736.0,0.64,936.0,0.554,3900.0,1.49,1770.0,0.806,1744.0,0.352,1744.0,0.64,1728.0,0.452,1920.0,0.365,4890.0,1.3,2040.0,0.699,2068.0,0.272,2120.0,0.556,2068.0,0.372,2244.0,0.284,5590.0,0.956,2970.0,0.509,1076.0,0.472,1144.0,0.772,1076.0,0.572,1476.0,0.486,9550.0,1.42,4770.0,0.726,2680.0,0.32,2680.0,0.6,2600.0,0.412,2984.0,0.325,11080.0,1.26,5220.0,0.596,3180.0,0.236,3256.0,0.532,3180.0,0.336,3532.0,0.248,15260.0,0.871,7420.0,0.423
apac-tokyo,Cluster Compute Eight Extra Large,cc2.8xlarge,60500.0,3370,88,32,ephemeral,2.96,3.53,3.1,3.075,4.97,3.735,2146.0,1.724,2146.0,2.294,2146.0,1.874,2346.0,1.868,6971.0,3.183,4807.0,2.195,5168.0,0.999,5168.0,1.569,5168.0,1.149,5360.0,1.137,10089.0,2.447,6627.0,1.607,6261.0,0.643,6261.0,1.213,6261.0,0.793,6437.0,0.77,13277.0,1.852,8408.0,1.173,3335.0,1.332,3335.0,1.902,3335.0,1.482,3687.0,1.476,7931.0,3.167,5108.0,2.04,7812.0,0.88,7812.0,1.45,7812.0,1.03,8164.0,1.018,20939.0,2.39,12825.0,1.464,9436.0,0.647,9436.0,1.217,9436.0,0.797,9788.0,0.774,27741.0,1.96,16382.0,1.158
apac-tokyo,Cluster GPU Double Extra Large,g2.2xlarge,15000.0,60,26,8,ssd,0.943,1.06,1.092,1.058,4.109,1.25,,,,,,,,,,,,,3057.0,0.351,3102.0,0.469,3057.0,0.481,3249.0,0.471,4355.0,3.327,3434.0,0.64,3576.0,0.22,4243.0,0.261,3576.0,0.35,3752.0,0.33,12022.0,2.059,4655.0,0.354,,,,,,,,,,,,,8096.0,0.209,8202.0,0.381,8096.0,0.339,8480.0,0.329,27106.0,2.407,8350.0,0.518,9776.0,0.093,9950.0,0.204,9776.0,0.223,10128.0,0.203,40011.0,1.522,10336.0,0.262
apac-tokyo,Hi-Memory Extra Large,m2.xlarge,17100.0,420,6,2,ephemeral,0.505,0.57,0.574,0.62,1.161,0.616,302.0,0.253,373.0,0.403,302.0,0.313,502.0,0.267,1820.0,0.829,860.0,0.394,711.0,0.165,893.0,0.29,711.0,0.225,903.0,0.178,2150.0,0.737,960.0,0.329,865.0,0.128,1079.0,0.248,865.0,0.188,1041.0,0.14,2700.0,0.461,1390.0,0.237,460.0,0.201,575.0,0.338,460.0,0.261,860.0,0.215,5000.0,0.76,2130.0,0.325,1079.0,0.13,1347.0,0.248,1079.0,0.19,1463.0,0.143,5850.0,0.667,2270.0,0.259,1278.0,0.103,1628.0,0.215,1278.0,0.163,1630.0,0.115,7090.0,0.405,3170.0,0.181
apac-tokyo,Hi-Memory Double Extra Large,m2.2xlarge,34200.0,850,13,4,ephemeral,1.01,1.14,1.079,1.125,1.731,1.186,604.0,0.506,746.0,0.805,604.0,0.606,804.0,0.52,2320.0,1.13,1640.0,0.749,1422.0,0.33,1786.0,0.58,1422.0,0.43,1614.0,0.343,3360.0,0.896,1820.0,0.622,1730.0,0.256,2158.0,0.495,1730.0,0.356,1906.0,0.268,3990.0,0.684,2680.0,0.46,920.0,0.402,1150.0,0.676,920.0,0.502,1320.0,0.416,5340.0,1.0,4030.0,0.613,2158.0,0.26,2694.0,0.496,2158.0,0.36,2542.0,0.273,6900.0,0.81,4240.0,0.483,2556.0,0.206,3256.0,0.43,2556.0,0.306,2908.0,0.218,10010.0,0.571,6080.0,0.347
apac-tokyo,Hi-Memory Quadruple Extra Large,m2.4xlarge,68400.0,1690,26,8,ephemeral,2.02,2.28,2.135,2.135,3.462,2.372,1208.0,1.012,1492.0,1.61,1208.0,1.112,1408.0,1.026,4640.0,2.26,3280.0,1.498,2844.0,0.66,3572.0,1.16,2844.0,0.76,3036.0,0.673,6720.0,1.792,3640.0,1.245,3460.0,0.512,4316.0,0.99,3460.0,0.612,3636.0,0.524,7980.0,1.368,5370.0,0.919,1840.0,0.804,2300.0,1.352,1840.0,0.904,2240.0,0.818,10680.0,2.0,8050.0,1.226,4316.0,0.52,5388.0,0.992,4316.0,0.62,4700.0,0.533,13800.0,1.62,8470.0,0.967,5112.0,0.412,6512.0,0.86,5112.0,0.512,5464.0,0.424,20010.0,1.142,12170.0,0.694
apac-tokyo,High-Memory Cluster Eight Extra Large,cr1.8xlarge,244000.0,240,88,32,ssd,4.31,4.641,4.45,4.425,8.06,4.854,2958.0,2.377,2958.0,2.708,2958.0,2.527,3158.0,2.521,11327.0,5.172,5710.0,2.607,7125.0,1.377,7125.0,1.708,7125.0,1.527,7317.0,1.515,16651.0,4.039,7664.0,1.859,8633.0,0.887,8633.0,1.218,8633.0,1.037,8809.0,1.014,22166.0,3.093,9528.0,1.329,4599.0,1.836,4599.0,2.167,4599.0,1.986,4951.0,1.98,13172.0,5.26,5842.0,2.333,10770.0,1.213,10770.0,1.544,10770.0,1.363,11122.0,1.351,35301.0,4.03,14237.0,1.625,13009.0,0.892,13009.0,1.223,13009.0,1.042,13361.0,1.019,47250.0,3.339,17761.0,1.255
apac-tokyo,High I/O Extra Large,i2.xlarge,30500.0,720,14,4,ssd,1.051,1.169,1.111,1.151,2.127,1.292,992.0,0.568,992.0,0.753,992.0,0.628,1192.0,0.668,2627.0,1.2,1588.0,0.725,2299.0,0.35,2299.0,0.534,2299.0,0.41,2491.0,0.45,3132.0,1.073,1833.0,0.628,2803.0,0.239,2803.0,0.424,2803.0,0.299,2979.0,0.339,3540.0,0.607,2798.0,0.442,1495.0,0.444,1495.0,0.628,1495.0,0.504,1895.0,0.544,6924.0,1.053,3805.0,0.579,3516.0,0.271,3516.0,0.456,3516.0,0.331,3900.0,0.371,8034.0,0.918,4136.0,0.473,4220.0,0.186,4220.0,0.371,4220.0,0.246,4572.0,0.286,8382.0,0.479,4461.0,0.377
apac-tokyo,High I/O Double Extra Large,i2.2xlarge,61000.0,1440,27,8,ssd,2.101,2.337,2.231,2.201,4.254,2.585,1984.0,1.138,1984.0,1.508,1984.0,1.198,2184.0,1.238,5254.0,2.399,3175.0,1.451,4600.0,0.701,4600.0,1.07,4600.0,0.761,4792.0,0.801,6265.0,2.145,3665.0,1.255,5606.0,0.479,5606.0,0.849,5606.0,0.539,5782.0,0.579,7082.0,1.214,5598.0,0.882,2991.0,0.886,2991.0,1.255,2991.0,0.946,3391.0,0.986,13848.0,2.108,7611.0,1.158,7033.0,0.544,7033.0,0.913,7033.0,0.604,7417.0,0.644,16070.0,1.834,8273.0,0.944,8439.0,0.371,8439.0,0.741,8439.0,0.431,8791.0,0.471,16764.0,0.958,8923.0,0.756
apac-tokyo,High I/O Quadruple Extra Large,i2.4xlarge,122000.0,2880,53,16,ssd,4.202,4.674,4.332,4.302,8.508,5.169,3967.0,2.275,3967.0,3.014,3967.0,2.335,4167.0,2.375,10509.0,4.799,6351.0,2.9,9198.0,1.4,9198.0,2.139,9198.0,1.46,9390.0,1.5,12528.0,4.29,7330.0,2.51,11211.0,0.956,11211.0,1.696,11211.0,1.016,11387.0,1.056,14163.0,2.426,11194.0,1.765,5981.0,1.771,5981.0,2.51,5981.0,1.831,6381.0,1.871,27695.0,4.215,15221.0,2.316,14065.0,1.086,14065.0,1.825,14065.0,1.146,14449.0,1.186,32138.0,3.668,16546.0,1.888,16878.0,0.742,16878.0,1.481,16878.0,0.802,17230.0,0.842,33529.0,1.914,17844.0,1.511
apac-tokyo,High I/O Eight Extra Large,i2.8xlarge,244000.0,5760,104,32,ssd,8.404,9.348,8.534,8.504,17.016,10.338,7934.0,4.549,7934.0,6.028,7934.0,4.609,8134.0,4.649,21018.0,9.597,12702.0,5.8,18397.0,2.8,18397.0,4.278,18397.0,2.86,18589.0,2.9,25056.0,8.581,14661.0,5.02,22422.0,1.913,22422.0,3.391,22422.0,1.973,22598.0,2.013,28327.0,4.851,22389.0,3.53,11963.0,3.542,11963.0,5.02,11963.0,3.602,12363.0,3.642,55391.0,8.43,30443.0,4.632,28130.0,2.171,28130.0,3.65,28130.0,2.231,28514.0,2.271,64277.0,7.337,33092.0,3.776,33757.0,1.485,33757.0,2.963,33757.0,1.545,34109.0,1.585,67058.0,3.828,35688.0,3.021
apac-tokyo,High-Storage Eight Extra Large,hs1.8xlarge,117000.0,48000,35,16,ephemeral,5.67,6.0,5.81,5.785,9.419,6.213,4613.0,3.707,4613.0,4.038,4613.0,3.857,4813.0,3.851,13988.0,6.387,8371.0,3.822,11111.0,2.148,11111.0,2.479,11111.0,2.298,11303.0,2.286,20088.0,4.873,11101.0,2.693,13463.0,1.383,13463.0,1.714,13463.0,1.533,13639.0,1.51,26293.0,3.669,13655.0,1.905,7171.0,2.863,7171.0,3.194,7171.0,3.013,7523.0,3.007,15744.0,6.287,8414.0,3.36,16796.0,1.892,16796.0,2.223,16796.0,2.042,17148.0,2.03,41266.0,4.711,20203.0,2.306,20287.0,1.391,20287.0,1.722,20287.0,1.541,20639.0,1.518,54388.0,3.843,24899.0,1.76
apac-tokyo,High I/O Quadruple Extra Large,hi1.4xlarge,60500.0,2048,35,16,ssd,3.44,3.87,3.558,3.538,7.17,4.288,2662.0,2.139,2662.0,2.571,2662.0,2.199,2862.0,2.239,10824.0,4.943,5770.0,2.634,6413.0,1.239,6413.0,1.671,6413.0,1.299,6605.0,1.339,15995.0,3.88,7907.0,1.918,7770.0,0.798,7770.0,1.23,7770.0,0.858,7946.0,0.898,21369.0,2.982,9995.0,1.394,4139.0,1.652,4139.0,2.084,4139.0,1.712,4539.0,1.752,12677.0,5.063,6080.0,2.428,9693.0,1.092,9693.0,1.524,9693.0,1.152,10077.0,1.192,34136.0,3.897,15179.0,1.733,11708.0,0.803,11708.0,1.235,11708.0,0.863,12060.0,0.903,45836.0,3.239,19297.0,1.364
apac-tokyo,Micro,t1.micro,615.0,160,0,1,ebs,0.027,0.035,0.087,0.037,,0.081,24.0,0.017,24.0,0.027,24.0,0.077,48.0,0.023,,,130.0,0.061,57.0,0.011,57.0,0.021,57.0,0.071,81.0,0.017,,,160.0,0.055,65.0,0.009,65.0,0.019,65.0,0.069,89.0,0.015,,,180.0,0.031,37.0,0.017,37.0,0.027,37.0,0.077,85.0,0.023,,,390.0,0.06,86.0,0.011,86.0,0.021,86.0,0.071,134.0,0.017,,,460.0,0.053,105.0,0.009,105.0,0.019,105.0,0.069,153.0,0.015,,,500.0,0.029
apac-syd,M3 Medium Instance,m3.medium,3750.0,4,3,1,ssd,0.158,0.221,0.218,0.258,0.356,0.23,124.0,0.087,129.0,0.126,124.0,0.147,324.0,0.187,424.0,0.194,261.0,0.119,288.0,0.055,299.0,0.092,288.0,0.115,480.0,0.155,600.0,0.16,294.0,0.101,350.0,0.044,365.0,0.081,350.0,0.104,526.0,0.144,726.0,0.125,443.0,0.076,191.0,0.069,199.0,0.107,191.0,0.129,591.0,0.169,1139.0,0.173,648.0,0.098,452.0,0.044,468.0,0.081,452.0,0.104,836.0,0.144,1318.0,0.151,704.0,0.08,529.0,0.036,561.0,0.072,529.0,0.096,881.0,0.136,1865.0,0.107,1017.0,0.058
apac-syd,M3 Large Instance,m3.large,7500.0,32,6,2,ssd,0.315,0.441,0.375,0.415,0.711,0.459,249.0,0.175,258.0,0.252,249.0,0.235,449.0,0.275,849.0,0.388,521.0,0.239,575.0,0.11,599.0,0.184,575.0,0.17,767.0,0.21,1199.0,0.319,588.0,0.202,701.0,0.089,730.0,0.162,701.0,0.149,877.0,0.189,1452.0,0.249,886.0,0.152,382.0,0.139,398.0,0.214,382.0,0.199,782.0,0.239,2279.0,0.346,1296.0,0.197,904.0,0.089,935.0,0.162,904.0,0.149,1288.0,0.189,2636.0,0.301,1407.0,0.161,1058.0,0.072,1122.0,0.143,1058.0,0.132,1410.0,0.172,3731.0,0.214,2033.0,0.117
apac-syd,M3 Extra Large Instance,m3.xlarge,15000.0,80,13,4,ssd,0.63,0.882,0.69,0.73,1.422,0.918,497.0,0.349,516.0,0.503,497.0,0.409,697.0,0.449,1697.0,0.776,1042.0,0.477,1150.0,0.219,1197.0,0.367,1150.0,0.279,1342.0,0.319,2398.0,0.638,1176.0,0.404,1401.0,0.177,1459.0,0.323,1401.0,0.237,1577.0,0.277,2904.0,0.498,1772.0,0.304,764.0,0.277,795.0,0.427,764.0,0.337,1164.0,0.377,4557.0,0.692,2591.0,0.393,1808.0,0.177,1870.0,0.323,1808.0,0.237,2192.0,0.277,5272.0,0.602,2814.0,0.321,2115.0,0.143,2244.0,0.286,2115.0,0.203,2467.0,0.243,7461.0,0.427,4066.0,0.233
apac-syd,M3 Double Extra Large Instance,m3.2xlarge,30000.0,160,26,8,ssd,1.26,1.764,1.39,1.36,2.844,1.836,995.0,0.697,1032.0,1.006,995.0,0.757,1195.0,0.797,3396.0,1.552,2085.0,0.954,2300.0,0.439,2394.0,0.735,2300.0,0.499,2492.0,0.539,4795.0,1.277,2353.0,0.808,2802.0,0.354,2917.0,0.646,2802.0,0.414,2978.0,0.454,5816.0,0.995,3552.0,0.608,1528.0,0.554,1590.0,0.854,1528.0,0.614,1928.0,0.654,9092.0,1.385,5160.0,0.786,3616.0,0.354,3740.0,0.647,3616.0,0.414,4000.0,0.454,10543.0,1.204,5630.0,0.643,4230.0,0.286,4488.0,0.57,4230.0,0.346,4582.0,0.386,14944.0,0.853,8153.0,0.465
apac-syd,Standard Small,m1.small,1700.0,160,1,1,ephemeral,0.08,0.115,0.14,0.11,0.629,0.155,67.0,0.047,69.0,0.069,67.0,0.107,155.0,0.061,1030.0,0.473,210.0,0.094,152.0,0.03,160.0,0.051,152.0,0.09,240.0,0.043,1280.0,0.437,240.0,0.082,185.0,0.024,195.0,0.045,185.0,0.084,273.0,0.036,1450.0,0.248,310.0,0.054,97.0,0.037,106.3,0.059,97.0,0.097,297.0,0.051,3030.0,0.461,550.0,0.083,241.0,0.024,250.0,0.045,241.0,0.084,433.0,0.037,3730.0,0.426,620.0,0.071,290.0,0.019,300.0,0.04,290.0,0.079,466.0,0.031,4180.0,0.238,770.0,0.044
apac-syd,Standard Medium,m1.medium,3750.0,410,2,1,ephemeral,0.16,0.23,0.21,0.23,0.744,0.27,133.0,0.093,138.0,0.138,133.0,0.153,333.0,0.107,1170.0,0.534,340.0,0.155,304.0,0.059,320.0,0.103,304.0,0.119,496.0,0.073,1430.0,0.49,390.0,0.135,370.0,0.048,390.0,0.09,370.0,0.108,546.0,0.06,1680.0,0.289,550.0,0.093,194.0,0.075,212.5,0.118,194.0,0.135,594.0,0.089,3360.0,0.512,870.0,0.133,482.0,0.047,500.0,0.09,482.0,0.107,866.0,0.061,4090.0,0.467,980.0,0.112,580.0,0.038,600.0,0.08,580.0,0.098,932.0,0.05,4720.0,0.269,1310.0,0.075
apac-syd,Standard Large,m1.large,7500.0,850,4,2,ephemeral,0.32,0.46,0.38,0.42,0.974,0.5,266.0,0.186,276.0,0.275,266.0,0.246,466.0,0.201,1440.0,0.656,610.0,0.277,608.0,0.118,640.0,0.205,608.0,0.178,800.0,0.131,1730.0,0.594,700.0,0.238,739.0,0.095,780.0,0.18,739.0,0.155,915.0,0.107,2160.0,0.369,1020.0,0.174,388.0,0.149,425.2,0.236,388.0,0.209,788.0,0.163,4030.0,0.613,1540.0,0.234,964.0,0.095,1000.0,0.18,964.0,0.155,1348.0,0.107,4810.0,0.549,1700.0,0.193,1160.0,0.076,1200.0,0.16,1160.0,0.136,1512.0,0.088,5800.0,0.331,2390.0,0.136
apac-syd,Standard Extra Large,m1.xlarge,15000.0,1690,8,4,ephemeral,0.64,0.92,0.7,0.74,1.434,0.96,531.0,0.372,552.0,0.55,531.0,0.432,731.0,0.386,2060.0,0.85,1140.0,0.523,1215.0,0.236,1280.0,0.41,1215.0,0.296,1407.0,0.249,2780.0,0.71,1310.0,0.447,1478.0,0.19,1560.0,0.36,1478.0,0.25,1654.0,0.202,3100.0,0.53,1960.0,0.336,776.0,0.298,850.4,0.472,776.0,0.358,1176.0,0.312,4860.0,0.77,2860.0,0.436,1928.0,0.189,2000.0,0.36,1928.0,0.249,2312.0,0.202,6000.0,0.66,3130.0,0.357,2320.0,0.151,2400.0,0.32,2320.0,0.211,2672.0,0.163,7960.0,0.455,4550.0,0.26
apac-syd,High-Compute Large,c3.large,3750.0,32,7,2,ssd,0.189,0.295,0.249,0.289,0.561,0.316,180.0,0.126,184.0,0.197,180.0,0.186,380.0,0.251,960.0,0.367,417.0,0.191,701.0,0.081,430.0,0.15,701.0,0.141,893.0,0.201,1206.0,0.321,481.0,0.165,509.0,0.063,518.0,0.132,509.0,0.123,685.0,0.173,1296.0,0.222,709.0,0.121,275.0,0.11,283.0,0.181,275.0,0.17,675.0,0.235,2352.0,0.352,1118.0,0.17,651.0,0.07,660.0,0.14,651.0,0.13,1035.0,0.19,2730.0,0.311,1219.0,0.139,769.0,0.056,802.0,0.124,769.0,0.116,1121.0,0.166,3509.0,0.2,1744.0,0.1
apac-syd,High-Compute Extra Large,c3.xlarge,7500.0,80,14,4,ssd,0.378,0.59,0.438,0.478,1.122,0.632,360.0,0.253,368.0,0.393,360.0,0.313,560.0,0.378,1920.0,0.735,833.0,0.382,1401.0,0.161,859.0,0.3,1401.0,0.221,1593.0,0.281,2412.0,0.642,963.0,0.33,1018.0,0.126,1035.0,0.264,1018.0,0.186,1194.0,0.236,2593.0,0.445,1418.0,0.243,551.0,0.219,565.0,0.362,551.0,0.279,951.0,0.344,4704.0,0.704,2236.0,0.34,1302.0,0.141,1321.0,0.279,1302.0,0.201,1686.0,0.261,5460.0,0.621,2437.0,0.278,1538.0,0.112,1604.0,0.248,1538.0,0.172,1890.0,0.222,7017.0,0.401,3488.0,0.199
apac-syd,High-Compute Double Extra Large,c3.2xlarge,15000.0,160,28,8,ssd,0.756,1.18,0.886,0.856,2.243,1.263,720.0,0.505,737.0,0.787,720.0,0.635,920.0,0.63,3840.0,1.47,1666.0,0.764,2803.0,0.323,1718.0,0.6,2803.0,0.453,2995.0,0.443,4823.0,1.283,1925.0,0.659,2037.0,0.253,2070.0,0.528,2037.0,0.383,2213.0,0.363,5185.0,0.889,2836.0,0.485,1101.0,0.439,1130.0,0.725,1101.0,0.569,1501.0,0.564,9408.0,1.408,4471.0,0.68,2604.0,0.282,2641.0,0.559,2604.0,0.412,2988.0,0.402,10919.0,1.242,4875.0,0.557,3076.0,0.224,3209.0,0.497,3076.0,0.354,3428.0,0.334,14035.0,0.801,6976.0,0.398
apac-syd,High-Compute Quadruple Extra Large,c3.4xlarge,30000.0,320,55,16,ssd,1.512,2.36,1.642,1.612,4.486,2.526,1441.0,1.01,1474.0,1.573,1441.0,1.14,1641.0,1.135,7680.0,2.939,3333.0,1.528,5606.0,0.646,3436.0,1.201,5606.0,0.776,5798.0,0.766,9646.0,2.567,3850.0,1.319,4074.0,0.505,4140.0,1.056,4074.0,0.635,4250.0,0.615,10371.0,1.778,5672.0,0.971,2202.0,0.878,2260.0,1.449,2202.0,1.008,2602.0,1.003,18816.0,2.815,8942.0,1.36,5208.0,0.563,5283.0,1.118,5208.0,0.693,5592.0,0.683,21839.0,2.484,9750.0,1.114,6152.0,0.447,6417.0,0.994,6152.0,0.577,6504.0,0.557,28069.0,1.602,13952.0,0.797
apac-syd,High-Compute Eight Extra Large,c3.8xlarge,60000.0,640,108,32,ssd,3.024,4.72,3.154,3.124,8.972,5.052,2881.0,2.02,2948.0,3.146,2881.0,2.15,3081.0,2.145,15359.0,5.879,6665.0,3.055,11211.0,1.292,6872.0,2.401,11211.0,1.422,11403.0,1.412,19292.0,5.134,7700.0,2.637,8148.0,1.01,8280.0,2.111,8148.0,1.14,8324.0,1.12,20741.0,3.556,11344.0,1.942,4405.0,1.755,4521.0,2.898,4405.0,1.885,4805.0,1.88,37633.0,5.63,17885.0,2.72,10416.0,1.126,10565.0,2.236,10416.0,1.256,10800.0,1.246,43677.0,4.968,19499.0,2.227,12304.0,0.894,12834.0,1.987,12304.0,1.024,12656.0,1.004,56138.0,3.204,27904.0,1.594
